,place,category,location
2387,황금포차,포장마차,서울특별시 강서구 방화동
2388,당고집,카페|디저트,경기도 고양시 일산동구
2389,메밀능이촌,막국수,강원도 강릉시 교동
2390,망원동돼지국밥,국밥,서울특별시 마포구 망원1동
2391,멘지,일본식라면,서울특별시 마포구 망원동
2392,미가생고기,한식,대구광역시 수성구 수성동4가
2393,하기,이자카야,대구광역시 중구 대봉동
2394,연월,돈가스,제주특별자치도 제주시 애월읍
2395,흥부네화덕,피자,부산광역시 강서구 명지동
2396,정선부뚜막,한식,서울특별시 성동구 성수동1가
2397,더 바삭돈까스,돈가스,대전광역시 유성구 지족동
2398,브런치카페 꼬망세,브런치,경상북도 포항시 남구
2399,카페서박,라이브카페,충청남도 천안시 서북구
2400,포가,중식당,서울특별시 마포구 연남동
2401,팔도건어물,건어물,강원도 속초시 동명동
2402,칼초네화덕피자,피자,제주특별자치도 서귀포시 상예동
2403,홍당무떡볶이,떡볶이,제주특별자치도 서귀포시 서귀동
2404,어반도투리,한식,서울특별시 마포구 공덕동
2405,라비알레,스파게티|파스타전문,경기도 수원시 장안구
2406,미담 떡카페,떡|한과,경기도 남양주시 다산동
2407,피그인더가든 여의도점,다이어트|샐러드,서울특별시 영등포구 여의도동
2408,우리핫도그두리토스트,핫도그,충청남도 서산시 동문동
2409,또오고마라탕 상남본점,중식당,경상남도 창원시 성산구
2410,오전열한시,한식,제주특별자치도 서귀포시 상예동
2411,나무식탁,일식당,제주특별자치도 서귀포시 대정읍
2412,나라니,카페|디저트,인천광역시 강화군 길상면
2413,유림보신원,닭요리,서울특별시 강서구 염창동
2414,동춘돌곱창 마산역점,곱창|막창|양,경기도 김포시 마산동
2415,제주미친흑돈 1호점,돼지고기구이,제주특별자치도 제주시 한림읍
2416,연교,딤섬|중식만두,서울특별시 마포구 연남동
2417,오월브런치레스토랑,이탈리아음식,충청북도 청주시 상당구
2418,Hololok,베트남음식,경기도 화성시 송동
2419,카페98,카페,전라북도 전주시 완산구
2420,압구정곱창 2호점,곱창|막창|양,서울특별시 강남구 신사동
2421,밀과보리,백반|가정식,서울특별시 종로구 계동
2422,고미소곱창,곱창|막창|양,서울특별시 동대문구 전농동
2423,뻘하우스,조개요리,서울특별시 중구 흥인동
2424,방풍전복칼국수,칼국수|만두,전라남도 여수시 남면
2425,제뉴어리피크닉,카페|디저트,서울특별시 성북구 성북동1가
2426,유연카레 역삼점,카레,서울특별시 강남구 역삼동
2427,동경하레,이자카야,부산광역시 사하구 하단동
2428,강강술래 시흥점,육류|고기요리,서울특별시 금천구 시흥동
2429,보말이야기,한식,제주특별자치도 제주시 한림읍
2430,온돈부리,일식당,서울특별시 마포구 상암동
2431,카페텐저린,브런치,제주특별자치도 서귀포시 법환동
2432,후쿠야,일식당,경기도 부천시 심곡동
2433,단초밥,초밥|롤,전라북도 군산시 지곡동
2434,낀알로이알로이,태국음식,서울특별시 구로구 구로동
2435,도토리편백집 롯데아울렛고양점,돼지고기구이,경기도 고양시 덕양구
2436,함덕 안녕제주,한식,제주특별자치도 제주시 조천읍
2437,길목식당,중식당,충청남도 태안군 안면읍
2438,그남자 이야기,브런치,제주특별자치도 제주시 조천읍
2439,온천집,샤브샤브,서울특별시 종로구 익선동
2440,마루심 마포점,덮밥,서울특별시 마포구 용강동
2441,매초롬,과일|주스전문점,부산광역시 수영구 광안동
2442,브라운볼,베이커리,경기도 화성시 영천동
2443,덕수수산,생선회,강원도 원주시 무실동
2444,숯총각꼼장어닭발,닭발,서울특별시 관악구 신림동
2445,왕뚜껑삼씨네겹살이송촌점,돼지고기구이,대전광역시 대덕구 송촌동
2446,카페 호탐,카페|디저트,부산광역시 금정구 부곡동
2447,스트릿 SPC스퀘어점,아시아음식,서울특별시 강남구 역삼동
2448,허수아비돈까스전문점,돈가스,서울특별시 서초구 서초동
2449,해피해피케이크,케이크전문,서울특별시 강남구 논현동
2450,303일상,초밥|롤,부산광역시 동래구 온천동
2451,티제이버거,햄버거,대구광역시 수성구 만촌동
2452,러브얼스,퓨전음식,부산광역시 수영구 광안동
2453,제주맥주,관람|체험,제주특별자치도 제주시 한림읍
2454,국수집,국수,경기도 수원시 장안구
2455,청연,초밥|롤,경기도 안산시 단원구
2456,소디스커피,카페|디저트,경상북도 경주시 황남동
2457,소소하게,카페|디저트,서울특별시 성동구 성수동1가
2458,하루 하루,음식점,경기도 의왕시 오전동
2459,블랑코분식,떡볶이,부산광역시 부산진구 전포동
2460,칸코스시,초밥|롤,서울특별시 동작구 사당동
2461,라브리,카페|디저트,서울특별시 서초구 서초동
2462,추냔이네,카페,전라북도 남원시 죽항동
2463,중앙횟집,생선회,전라남도 목포시 만호동
2464,벱,베트남음식,서울특별시 성동구 성수동2가
2465,예티2,인도음식,서울특별시 서대문구 창천동
2466,선식당,퓨전음식,서울특별시 강서구 화곡동
2467,YOUTH coffee,카페,서울특별시 영등포구 당산동3가
2468,카페멜라,카페|디저트,서울특별시 동대문구 장안동
2469,팔팔회센타,생선회,강원도 속초시 대포동
2470,스윗밸런스 교대역점,다이어트|샐러드,서울특별시 서초구 서초동
2471,빠레뜨한남 강남CGV점,양식,서울특별시 강남구 역삼동
2472,버터크림,카페|디저트,전라남도 목포시 상동
2473,김형제고기의철학 여수학동점,육류|고기요리,전라남도 여수시 학동
2474,피자플랜 부평직영점,피자,인천광역시 부평구 삼산동
2475,모아냉면,냉면,경기도 파주시 문산읍
2476,꽃담팥집,카페|디저트,제주특별자치도 서귀포시 성산읍
2477,설눈,냉면,서울특별시 서초구 서초동
2478,고가커피,카페|디저트,인천광역시 연수구 연수동
2479,씨이너볼,양식,경상남도 남해군 삼동면
2480,삿갓봉초밥,초밥|롤,서울특별시 노원구 중계동
2481,위로,카페,서울특별시 종로구 통의동
2482,이큐티,카페|디저트,제주특별자치도 제주시 아라일동
2483,이슈모리,초밥|롤,부산광역시 부산진구 부전동
2484,동백양과점,카페|디저트,서울특별시 종로구 익선동
2485,테스팅노트,양식,광주광역시 서구 화정동
2486,가든오브우아당,카페|디저트,제주특별자치도 서귀포시 법환동
2487,오블라디,카페|디저트,경기도 의정부시 의정부동
2488,쫑포 피자수퍼,피자,전라남도 여수시 중앙동
2489,초이라멘,일본식라면,서울특별시 종로구 종로6가
2490,하다코참치,생선회,경기도 용인시 수지구
2491,디쉬업,스파게티|파스타전문,대구광역시 중구 봉산동
2492,찐꼬치,오뎅|꼬치,인천광역시 부평구 부평동
2493,모모정,돈가스,광주광역시 서구 치평동
2494,Pizzeria la regina,피자,대구광역시 북구 침산동
2495,이야호,한식,광주광역시 동구 지산동
2496,해삼궁,한식,제주특별자치도 제주시 애월읍
2497,가을숲다람쥐,칼국수|만두,경기도 남양주시 화도읍
2498,여수아리,한식,전라남도 여수시 봉산동
2499,위,요리주점,대구광역시 중구 삼덕동1가
2500,MSDST,카페|디저트,충청남도 공주시 신관동
2501,콩밭가인,두부요리,충청남도 계룡시 금암동
2502,붐베이직 카페,카페|디저트,서울특별시 용산구 원효로4가
2503,더제루,카페,경기도 성남시 수정구
2504,소적두 원주혁신도시점,카페|디저트,강원도 원주시 반곡동
2505,수민이네,조개요리,부산광역시 해운대구 중동
2506,강셰프의키친,한식,제주특별자치도 서귀포시 대정읍
2507,반짠,태국음식,부산광역시 부산진구 부전동
2508,이이로 커피,카페|디저트,경상북도 경주시 황남동
2509,고동집,카페|디저트,경상남도 김해시 봉황동
2510,송이네,한식,전라남도 순천시 해룡면
2511,돌문어상회,해물|생선요리,전라남도 여수시 종화동
2512,HEMLAGAT,양식,서울특별시 중구 회현동1가
2513,진천막국수,막국수,충청북도 진천군 이월면
2514,레이크뷰,베이커리,대전광역시 동구 신촌동
2515,라비앙로즈,카페|디저트,강원도 춘천시 운교동
2516,차차돈까스,일식당,울산광역시 북구 진장동
2517,별미감자탕뼈해장국 주안점,감자탕,인천광역시 미추홀구 주안동
2518,쉐이크쉑 서면점,햄버거,부산광역시 부산진구 부전동
2519,북경 양꼬치,양꼬치,서울특별시 서대문구 북가좌동
2520,저스트텐동 익선점,일식당,서울특별시 종로구 익선동
2521,조점례남문피순대,순대|순댓국,전라북도 전주시 완산구
2522,보리문디,한식,부산광역시 해운대구 중동
2523,옹기에한가득,한식,경상북도 문경시 호계면
2524,울트라마린,카페,제주특별자치도 제주시 한경면
2525,송원물회횟집,한식,부산광역시 해운대구 송정동
2526,탐나종합어시장 망우사거리점,생선회,서울특별시 중랑구 망우동
2527,크앙분식 신제주점,종합분식,제주특별자치도 제주시 노형동
2528,고가밀면,국수,경상남도 창원시 의창구
2529,이베르노,카페|디저트,부산광역시 부산진구 전포동
2530,세유카츠,돈가스,경기도 시흥시 정왕동
2531,낮달커피,카페,충청북도 청주시 흥덕구
2532,경양카츠 성안점,돈가스,충청북도 청주시 상당구
2533,브라질,카페|디저트,강원도 강릉시 연곡면
2534,풀풀,다이어트|샐러드,부산광역시 부산진구 전포동
2535,돌담집,아귀찜|해물찜,경기도 용인시 처인구
2536,뇨끼바,이탈리아음식,서울특별시 용산구 한남동
2537,바다사랑,생선회,전라남도 여수시 봉산동
2538,하나이미,일식당,부산광역시 금정구 장전동
2539,복수산해물탕,해물|생선요리,강원도 속초시 조양동
2540,봄날의춘천,닭갈비,제주특별자치도 제주시 노형동
2541,피크니크 롯데몰수지점,카페,경기도 용인시 수지구
2542,바른초밥,초밥|롤,대구광역시 동구 방촌동
2543,카페삼양리,카페|디저트,충청북도 옥천군 옥천읍
2544,Ruedecafe,카페|디저트,경기도 안산시 단원구
2545,종로족발정발산점,족발|보쌈,경기도 고양시 일산동구
2546,1967삼대서울곱창,곱창|막창|양,서울특별시 강남구 역삼동
2547,롱브릭스,카페,경기도 이천시 신둔면
2548,트라토리아 진,스파게티|파스타전문,서울특별시 도봉구 창동
2549,윤옥,일본식라면,제주특별자치도 제주시 이도이동
2550,에덴그린농원,해물|생선요리,경기도 고양시 덕양구
2551,티볼리 지중해점,이탈리아음식,충청남도 아산시 탕정면
2552,수산항물회,조개요리,강원도 양양군 손양면
2553,마리오파스타,스파게티|파스타전문,서울특별시 마포구 망원동
2554,허니문하우스,카페|디저트,제주특별자치도 서귀포시 토평동
2555,낙성곱창,곱창|막창|양,서울특별시 동작구 사당동
2556,도산시장,생선회,서울특별시 강남구 논현동
2557,수제비집,한식,강원도 고성군 토성면
2558,마라예찬 화정본점 공구리술집,중식당,경기도 고양시 덕양구
2559,파도횟집,생선회,강원도 삼척시 원덕읍
2560,차이나당,중식당,경기도 수원시 팔달구
